itemId,title,outdoor,time,genre
44,上海辰山植物园,1,3,·上海辰山植物园一年四季都有植物观赏，即使是冬天，展览温室里也呈现出郁郁葱葱的景象。爬到山顶可俯瞰公园全景。·园区还有专门为盲人设置的植物园。针对他们的触觉、听觉、嗅觉等需求，种植无毒、无刺、具有明显的嗅觉特征的各类植物。·每年春天是游览的最佳时间；夏天可以来植物园欣赏睡莲等水生植物；秋天也有菊花盛开。·植物园还会举办各种花展，如春节的迎春展，3月底到4月的兰花展，秋天的秋韵展等等。
45,秋霞圃,1,2,秋霞圃，中国南方古典园林艺术的又一代表，一般认为是南宋时期修建的秋霞圃同时也是是上海五大园林之一，并以其布局精致、环境幽雅，小巧玲珑的特点而受到广大游客喜爱。而其建筑风格中的“小中见大”、曲折有致特点吸引了广大建筑学家们研究。秋霞圃是中国江南著名的古典园林，位于上海嘉定区嘉定镇东大街，东邻秋霞公寓，西毗陆俨少艺术院，南连东大街，北依启良路。秋霞圃是一座具有独特风格的明代园林，由三座私家园林明代龚氏园、沈氏园、金氏园和邑庙（城隍庙）合并而成，全园面积45.36亩。该园分为四个景区：桃花潭景区（原龚氏园）、凝霞阁景区（原沈氏园）、清镜塘景区（原金氏园）及邑庙景区。秋霞圃布局精致、环境幽雅，小巧玲珑，景物与色彩的变化都不大，好像笼罩着一层淡淡的秋意，让人充满着诗情画意的遐想。秋霞圃与松江醉白池、上海豫园、南翔古漪园、青浦曲水园并称为上海五大古典园林，园内建筑大多建于明代，而邑庙则可以上溯至宋代，如果按其中的邑庙部分的始建时间推算，可称为五大园林中最古老的园林。
46,上海中心大厦,2,2,·上海中心大厦一座超高层地标式摩天大楼。位于上海的陆家嘴贸易中心。·楼高632米，地上就有119层。外形类似一个吉他的拨片，每上升一层扭曲近1度，成螺旋式的外观。·其中“世界之巅”即是功能体验区，有城市展示观看台，娱乐，VIP小型酒吧、餐饮、观光会晤等功能。·在高楼的外部还有景观灯和主题灯光秀，除了正常的灯光展示，还与周围建筑群景观灯呼应。
47,东滩湿地公园,1,3,东滩湿地公园位于崇明岛的最东端，处于长江入海口，这里空气清新，又有一望无际的芦苇布满滩涂，走在木栈道上是一种亲近自然的享受。东滩是观日出的胜地，而每当秋冬候鸟迁徙的季节，可站在园内的观鸟台上观远处群鸟或飞翔或栖息，又有另一番生动自然的乐趣。东滩湿地是亚太地区候鸟迁徙的必经之路，也是水禽的越冬地。湿地公园内部的设施还算齐全，可以乘船游玩，还可以烧烤、露营、垂钓等。11月至来年3月是观鸟最佳时节，届时可看到成千上万的雁、鹭等飞禽，十分壮观。而最佳的观鸟时间是清晨，恰好也是赏日出的时间，可谓一举两得。公园中央建有观鹭台，便于登高观鸟。但东滩的地理位置偏远，交通不便，所以如果想清晨来赏日出观鸟，最好是住在附近的乡镇，而且最好自驾车。进入东滩湿地公园，依次经过湿地景观区、湿地生境修复区、水禽栖息地、雨水收集区几大区域，可以看到辽阔的芦苇丛以及湿地湖泊。春夏季来这里可以看到草丛中的各种花卉植物，但很难看到候鸟
48,上海动物园,1,3,·上海动物园邻近虹桥机场，原名西郊公园，是许多老上海人的回忆，也是中国第二大城市动物园。·整个园内花繁叶茂、环境清幽，更有小河穿流其中，走在园中可以感受到大都市内难得的自然生态气息。·园内共有620余种动物，除了两栖爬行类、食草动物、猛兽飞禽等动物展区，还有科教馆、蝴蝶馆等展馆。·小朋友们还可亲自喂食小动物，或去大草坪上玩耍晒太阳、划船、坐摩天轮也是不错的选择。
49,广富林文化遗址,2,2,广富林古文化遗址位于松江区广富林街道广富林路以北、银泽路以南、沈泾塘以东、油敦港以西，广富林村及北部一带。1977年12月，广富林古文化遗址被公布为上海市文物保护地点。2013年5月，广富林古文化遗址被国务院核定公布为第七批全国重点文物保护单位。基于此的广富林遗址公园已在规划建造中，现已初具规模并有望成为松江大学城内重要的文化旅游的设施。广富林遗址是一处新石器时代~东周时期的遗址。广富林文化遗址的远古文明在科学考古中得到初步证实。早在四五千年前的新石器时代晚期，当地就已经普遍种植水稻，这一发现表明了当地具有先进的农业生产方式。另外，这里的纺织历史也很久远，遗址还出土有新石器时代晚期的陶纺轮。广富林遗址公园的开发建设以传承历史文化，保护古镇原始生态肌理为目标，将结合现代城市建设理念，建成一个“水下博物馆”。走进遗址，令人流连忘返的就是广富林文化展示馆。整个展览空间设置在水下，一座座仿佛金字塔般的屋顶漂浮在富林湖中，与周围环境融合，勾勒出美丽的画卷。展厅以“时空之旅”为理念，结合现代视听技术，设计广富林考古记忆、上海成陆演变、先民活动到来、城邑特征形成、松江县府兴盛、上海城市崛起、走向未来明天等场景，让游客在时光隧道中体验和阅读上海这座城市的文明历史。夜晚，这里还举办精彩的灯会活动，从湖底车库口一直到近朱雀门处，40余套大型灯组，霓灯耀彩，美轮美奂。其中，3D Mapping秀是灯会的一大亮点，它将广富林千年历史浓缩为3分钟的磅礴光影，映射在富林塔上，吸引了无数游客驻足观赏。
50,静安寺,2,2,·静安寺是上海市著名古刹，寺院的建筑风格融合藏式寺庙，大雄宝殿中供奉的银佛重达15吨。·寺院现主要建筑有山门、天王殿、大雄宝殿等，远观整座寺庙，一片金色的屋顶，尤为显眼。·静安寺香火旺盛，每逢菩萨生日、纪念日，寺庙都会举行法会，每年阴历四月初八，还会举行3天的庙会。
51,上海当代艺术博物馆,2,2,·上海当代艺术博物馆成立于2012年10月1日，是中国大陆第一家公立当代艺术博物馆，也是上海双年展主场馆。·它坐落于上海的母亲河黄浦江畔，建筑面积4.1万平方米，展厅面积1.5万平方米，内部最高悬挑27米，高达165米的烟囱既是上海的城市地标也是一个独立的展览空间。·上海当代艺术博物馆建筑由原南市发电厂改造而来，2010年上海世博会期间，曾是“城市未来馆”。它见证了上海从工业到信息时代的城市变迁，其粗砺不羁的工业建筑风格给艺术工作者提供了丰富的想像和创作可能。
52,七宝古镇,2,3,"·始建于北宋时期，距上海中心城区5公里，是集游览、观光、餐饮、休闲为一体的江南古镇。·因相传古镇有金字莲花经、神树、氽来钟、飞来佛、金鸡、玉筷、玉斧七件“宝”而得名。·七宝老街在大都市中保留了江南水乡特色，显现出新而又古朴的文化氛围，已为沪上胜景。·面积不大，总共只有几条小街，其主要景点有七宝老街、七宝当铺、周氏微雕馆、蟋蟀草堂等。 ·七宝老街也是一条美食街，整条街都是当地有名的特色小吃,如七宝方糕、七宝羊肉、酒酿糟肉等。"
53,金茂大厦,2,2,"·金茂大厦，又称金茂大楼，楼高420.5米，是上海第3高的摩天大楼（截至2013年）、中国大陆第3高楼、世界第8高楼。·大厦于1994年开工，1999年建成，有地上88层，若再加上尖塔的楼层共有93层，地下3层，楼面面积27万8,707平方米，有多达130部电梯与555间客房，现已成为上海的一座地标。·是集现代化办公楼、五星级酒店、会展中心、娱乐、商场等设施于一体，融汇中国塔型风格与西方建筑技术的多功能型摩天大楼，由著名的美国芝加哥SOM设计事务所的设计师Adrian Smith设计。"
54,石库门,1,2,·最具上海特色的居民住宅，这种建筑以石头做门框，以乌漆实心厚木做门扇，因此得名“石库门”。·上海的石库门主要集中在黄浦区和静安区，绍兴路96弄的石库门是上海保存最完整的石库门之一。·上海的旧弄堂一般都是石库门建筑，许多表现老上海题材的电影电视剧都喜欢到这里来取外景。
55,上海儿童博物馆,2,3,儿童博物馆由航天馆、航海馆、玩具馆和展示厅、球幕电影厅、多功能厅组成。航天馆和航海馆用实物、模型、图片、录像、多媒体等手段，展示了航天、航海技术的过去、现在和未来；玩具馆展示了古今中外的各类玩具，在手工制作室里小朋友还可以自己动手现场制作；环球电影厅每天循环放映180度球幕电影。
56,多伦路文化名人街,1,2,·上海的一条小街，沿路随处可见复古小洋楼和人物雕塑，鲁迅、茅盾、郭沫若等众多文豪都曾在此居住。·除此之外，还有鸿德堂教堂 、夕拾钟楼、左联纪念馆等，这里曾是文化界的藏龙卧虎之地。·现有不少艺术展馆，如多伦现代美术馆、上海报纸博物馆等，可以在此感受到浓郁的文化气息。·街道上海有许多颇具特色的旧书摊，怀旧文物古玩小店，文艺咖啡馆等，是拍照散步的好去处。·多伦路上坐落着非常有名的老电影咖啡馆，处处透露出张爱玲时代的“老上海感觉”。
57,思南公馆,2,2,思南公馆名字来源于思南路。思南路追溯到上海法租界那个时期的路名——马斯南路（Route Massenet），思南公馆酒店的英文名字也就来源于此。该区域从上世纪20年代开始开发，作为当时法租界的核心区域。这一年，沿法国公园（今复兴公园）南面的辣斐德路（今复兴中路），首批花园大宅拔地而起。随后的十年间，辣斐德路以南，马斯南路（今思南路）以东，吕班路（今重庆南路）以西地区的花园洋房陆续建成，吸引了大批当时的军政要员、企业家、专业人士和知名艺术家迁入，周恩来、柳亚子、梅兰芳等名流都曾在此居住，使该地区成为当时上流社会的居停和汇聚之所。今天，思南公馆将49栋经过修缮的历史建筑以及9栋新建筑组成4个相辅相成的功能区 – 酒店，商业，住宅及办公。思南公馆已然成为上海历史文化风貌和优秀历史建筑保留保护项目之一，坐拥51栋历史悠久的花园洋房，同时汇聚了独立式花园洋房、外廊式建筑、花园里弄等多种建筑样式 。集人文、时尚和历史底蕴于一身。
58,上海海湾国家森林公园,1,3,上海海湾国家森林公园是上海第三个国家森林公园，也是上海目前最大的森林公园。公园拥有上海市域内最优良的5.3公里海岸线，园区主要分为三个旅游板块，分别为游乐活动区（包括游乐园、森林卡丁车、森林跑马、森林烧烤等）、水上活动区（农家菜、游船码头等）以及文化观赏区（多种民间收藏馆）。
59,外滩观光隧道,2,1,·是我国第一条越江行人隧道，将外滩和小陆家嘴连为一体，形成了上海旅游景观中最亮丽的一道风景线。·运用现代高科技手段，在隧道内演示各种图案、景象及背景音乐，使过江过程带有极强的趣味性。·是融交通与旅游功能为一体的又一标志性景观工程，是隧道建筑史上的一个创举。
60,黄浦江,1,2,·黄浦江是上海的地标河流，将上海分成浦西和浦东，两岸荟萃了上海城市景观的精华，被称为上海的母亲河。·全长约113公里，杨浦大桥和南浦大桥横跨黄浦江，形成了一道靓丽的风景线。·可乘坐浦江游船游览黄浦江，沿岸的上海国际会议中心、东方明珠等景点都一览无遗。·黄浦江的夜景也十分震撼，两岸灯火辉煌，繁华城市的古典与现代建筑风格，交相辉映，尽显江岸美景。
61,南翔古镇,1,3,"南翔古镇是上海市四大历史名镇之一，早在梁天监四年（公元 505年）建成白鹤南翔寺，因寺得名。历史上曾有""小小南翔赛苏城""之美誉，历史悠久，人文荟萃，文物古迹众多，旅游资源十分丰富。拥有江南四大古典园林之一的古猗园、建于清顺治年间的天恩桥、千年古刹云翔寺、五代砖塔等历史遗迹。有着100多年历史的南翔小笼依然汤汁鲜美，已成为了南翔的特色和象征之一。此外，古镇历代辈出风流人物，如明嘉定四先生之一的李流芳、清代竹刻名家吴之璠、当代国画大师陆俨少等。在镇南约一里处，有上海市内唯一设夜间照明的高尔尔夫球场--东方巴黎高尔夫乡村俱乐部，占地约400亩。"
62,长乐路,1,2,中国上海市长乐路（跨卢湾区、徐汇区和静安区）在1914年—1943年之间的路名，前上海法租界内一条重要东西向街道。长乐路在旧上海叫蒲石路，一条有人物，有故事，有历史的路。从文人到政客，从汪精卫到张爱玲、钱钟书，这些名字都曾经和这条蒲石路密切的联系过。即便在今天，长乐路还是充满了情调和故事。
63,深坑秘境乐园-上海世茂精灵之城主题乐园,1,3,上海世茂精灵之城主题乐园依天马山深坑而建，融合特有的崖壁的自然资源，结合室内室外相结合的概念，打造出独特的深坑内五星级酒店奇观的主题游乐园。乐园硬件新、规格高、互动新奇、体验舒适。外加负海拔近百名的世茂深坑洲际酒店加持，在精灵之城主题乐园内俯瞰深坑云景花园的体验难能可贵。这里是梦寐以归的人间仙境：古老神秘的峡谷丛林、溪瀑纵横的深坑俊岭、翱翔天际的上古异兽、安静蛰伏的树底精灵，全都在此屏息等候——你的大驾光临。精灵之城主题乐园内的玻璃栈道，从地心88米之上感受首尾凌空。天空，潭水，悬崖峭壁，全方位感受神奇之境；乘坐雪鸮号优雅滑行，飞越深坑，至乐园的高点感受“上帝”视角；崖壁飓风摆动高处近30米，与深坑低处形成近百米落差，百米时速、巨幅摆动、顺势自转、上下翻旋，眼睁睁的看着脚底的深渊峭壁；亲子体验区：孩子眼中的世界充满了无限遐想，这里的建筑模型不只是有着漂亮的外观，还超具互动性，可为2-16岁的孩子们提供发挥创造力、锻炼身体素质的平台。
64,愚园路,1,2,·愚园路卧在中山公园和静安寺之间，旧式洋房和新式里弄是这条路上的主流建筑。马路不宽阔，但也不短，全长2.7公里。·愚园路是一条不同凡响的马路，这里住过各式名人，有级别高的汉奸如汪精卫、周佛海等，中共地下党最高领导如刘晓等，大名鼎鼎的老板如严庆祥等，还有众多民主人士、科学家、教育家、钢琴家、作家、音乐人、书画家、电影演员如钱学森、顾圣婴、茹志鹃、祝希娟等，都在此留下过他们的足迹。而傅雷夫妇及张爱玲在此更是居住了长达了三十年之久。·在愚园路上四处散落着历史留下的珍贵印记，坐落在街道上的汪公馆、涌泉坊、愚园路794弄、404号市西中学等等，都是了不起的建筑群。
65,浦江郊野公园,1,2,浦江郊野公园是一座以森林游憩、滨水休闲为主要功能的近郊都市森林型郊野公园，坐落于黄浦江东侧，大治河以北的浦江镇。汇集“郊野、艺术、秋景”三大理念的复合型功能，是浦江郊野公园重要特点。其总面积达15.29平方公里，一期开园范围为5.82平方公里，是上海7个先行试点建设的郊野公园之一，拥有5.3公里的黄浦江岸线资源、成片的林地资源以及丰富的文化资源，是上海规划建设的各郊野公园中最靠近市中心的一个，距离人民广场约20公里。同时，也是上海第一个成为国家4A级旅游景区的郊野公园。
66,巨鹿路,1,2,上海有许多幽静的小马路，但是能够让人留恋的却不多，巨鹿路算是其中一条。这里是近一个世纪前的法租界，仍保留着单行道，参天的梧桐把街道两旁的小洋楼衬得悠然静谧，像是沉睡了千年。即使是到了有些喧哗的初春，她仍旧如同旧上海的贵小姐，悠然自得的走在城市的繁华之中。如此淡定从容，是适合一个人慢慢品味的街道。巨鹿路也用自己的魅力吸引了诸多人的青睐，各色潮流时尚小店驻扎于此。陈冠希的潮流品牌Juice在大陆首家分店，专卖瑞典创意袜子的Coterie，全上海最文艺的书店渡口书店，等等，都是时下最流行且受年轻人喜爱的。
67,上海外滩星空艺术馆,2,2,·上海外滩星空错觉艺术馆是现今的网红潮人必去打卡地，在异度空间领域流连忘返。·展览主题包括遇见梵高、雾时之森、紫藤隧道、无限星空、光之旅等，给以全新的震撼。·超现实的房间，最酷炫的裸眼3D画作，最另类的逗趣背景，炫酷体感游戏，都是全新的刺激体验。·建议避开节假日等高峰期，带上拍照设备，晚上十点以后只能从八号电梯出场馆。
68,上海长风海洋世界,2,4,上海长风海洋世界隶属于欧洲第一、全球第二的英国默林娱乐集团，坐落于国家4A级景区长风公园内。上海长风海洋世界拥有超过300余种，10000余尾海洋水生生物。共分为与鳐共舞、触摸星地带、世界热带雨林奇观、海马王国、缤纷珊瑚带、深海秘境、鲨鱼甬道、企鹅乐园、艺术水族馆及海龟VR等区域。作为国际级的海洋主题公园，上海长风海洋世界种类繁多的海洋生物、栩栩如生的主题造景、寓教于乐的创意互动，将人与自然完美融合。
69,上海中心大厦上海之巅观光厅,2,2,上海中心大厦上海之巅观光厅是上海中心大厦的功能体验区，在上海之巅360度全视角观光厅，近看东方明珠、金茂大厦、环球金融中心身居足下，远眺世博园区、城隍庙、八万人体育场、虹桥机场尽收眼底，一览苏州河与黄浦江蜿蜒同奔长江共入东海。
70,上海玛雅海滩水公园,1,4,上海玛雅海滩水公园，位于上海欢乐谷主题公园西南部、占地面积约12.8万平方米。这32套水上设备包括运用水磁动力技术的双轨磁悬浮水上过山车、世界水上竞速之王的章鱼大滑道、全球最大的魔幻互动超级水寨、亚洲全新四滑道组合、跌落式速降回环三人浮伐双滑道、深海漩涡体验项目旋风大浪等。预订提醒：1、请游客出示上海市动态健康码（“随申码”），验证为绿色的游客方可入园。注册方式：打开“随申办”APP或微信小程序、支付宝小程序进行填写。2、请游客配合工作人员进行测量体温。体温超过37.2°或不接受测量体温的游客将被劝返。3、景区入口处设有临时隔离区，若有发烧现象的游客及同行者，将按照流程进行暂时隔离，并交由疫情防控相关机构处理。4、请您入园时自觉佩戴口罩，未佩戴口罩的游客将被劝离。5、因疫情防控要求，景区当前实行限流游览，接待游客量不超过最大承载量的30%。请游客们有序入园且保持1.5米间的距离，听从现场工作人员安排。6、游玩期间如有身体不适，尤其是出现发烧、咳嗽等症状，请及时就近联系园内工作人员，切勿隐瞒。7、园区已采取全方位的消毒防疫措施，并对全体员工进行了专业的防疫安 全服务培训，公共洗手间配备消毒洗手液、一次性纸巾，请您安心游玩、使用。如有困难，您可寻求工作人员帮助。8、为确保安全，景区可能因异常天气、特殊活动、游客饱和、设备检修等原因调整开闭园时间、项目或表演开放时间，请以当天景区现场公告为准。9、所有游乐项目均会定期进行日检、周检和年度检查，相关检修工作可能会造成部分游乐项目运行时间延迟或暂停开放，详情以现场公告为准。10、门票对景区内另行收费的项目无效。收费项目请参考园内公告。11、发票及订单问题请联系在线客服索取，景区不提供报销凭证。
71,上海汽车博物馆,2,2,上海汽车博物馆是中国首个专业汽车博物馆，展示了汽车诞生以来的近70辆经典车型，时间跨度逾百年。上海汽车博物馆位于上海国际汽车城的博览公园内，由历史馆、技术馆、品牌馆、古董车馆和临展馆五部分组成。目前开放的上海汽车博物馆一期包括历史馆和古董车馆。
72,滴水湖,1,2,·位于浦东新区临港新城中心的一个人工湖，湖水来源是黄浦江，面积相当于杭州西湖。·湖中分布着三个岛屿，北岛是娱乐之岛，西岛是旅游住宿区，南岛则建有游艇俱乐部、游艇港湾等设施。·这里人少、安静、空气新鲜，可以放风筝、钓鱼、骑自行车游湖，还可以租借自行车或者乘坐快艇环湖。
73,明日世界,1,2,特别为上海迪士尼乐园打造的全新“明日世界”体现了人类、自然与科技的最佳结合，所有游客都可以充分享受“明日世界”的欢乐氛围，尤其是青少年和年轻人。迪士尼运用各类创新技术持续为这个园区带来全新面貌：全新的星际探险射击式项目“巴斯光年星际营救”带领游客们勇往直前、超越无限；“喷气背包飞行器”让人们突破重力束缚；“星球大战远征基地”则将游客带入星战的世界。在“创极速光轮”这个迪士尼全球首发的游乐项目中，游客们将乘坐两轮式极速光轮摩托体验全球迪士尼乐园中最紧张刺激的冒险之一，飞速驶过室内、户外轨道，感受丰富多彩的故事。
74,锦江乐园,1,3,•锦江乐园地处上海市区黄金地段，是上海第一家大型现代化游乐园，40项游乐项目适合各种年龄游客游玩。•除了刺激的过山车、怀旧的单轨脚踏车、峡谷漂流等大型刺激游乐项目之外，还可欣赏喀斯特溶洞、上海老站等特色景观。•节假日的锦江乐园游客非常多，很多娱乐项目排长队是常见的事，注意每项游乐项目都是单次收费的。•有时会举办热闹的游园会和主题美食节等活动，可提前关注官网动态信息。
75,圣母大堂,2,2,1932年，东正教上海教区主教维克托尔（白俄）向东正教徒和白俄侨民集资，在亨利路（今新乐路55号）建造东正教堂，也称圣母大堂。顶部为半圆穹顶，中间是大穹顶，四角 4个小穹顶。这是上海最大的东正教堂。1948年时，区内东正教堂和传道所有4处：新乐路圣母大堂、常熟路113弄6号俄国餐厅传道所，衡山路宛平路俄国学校传道所，复兴中路1233号东正教传道所。
76,上海当代艺术馆,2,2,"·成立于2005年，是中国第一家非盈利的民营当代艺术馆，位于上海市中心人民公园内。·是国内外艺术家展示作品的平台，向国人展示来自本土与世界的前卫艺术与设计。·主馆是由玻璃温室改建而成，占地总面积约为4,000坪，所有展览空间均配置专业温度及湿度调节设备。·三楼的墨客餐厅，是上海市中心唯一享有360度观景平台并融合绿林、历史建筑及现代建筑的开放式餐厅。"
77,上海滨江森林公园,1,3,07年3月28日开园的滨江森林公园，位于浦东新区最北端，隔黄浦江与炮台山相对，隔长江与横沙生态岛、崇明东滩鸟类保护区、九段沙湿地保护区相望，是上海森林覆盖率最高的郊野森林公园。这里保留了原生态的乡土植物和动植物的栖息地，适合游客享受休闲的乐趣。交通
78,南汇嘴观海公园,1,1,南汇嘴观海公园内扼扬子江，外眺太平洋，雄踞东海之滨，毗连杭州湾畔———临港新城的重要地标南汇嘴观海公园占地1.82公顷，位于临港新城主城区东南面，也是上海陆域的最东南处。南汇嘴观海公园占地1.82公顷，位于浦东新区南汇新城，长江口外南岸、杭州湾北岸沙嘴，是在吹沙填海滩涂上新建而成。 [1]  “”南汇”一名来源于长江出海后受海潮顶托折旋而南，与钱塘江水在此交汇成陆，故此地称之为南汇，因沙嘴向南契入长江口与杭州湾交汇处，故名南汇嘴，又称南汇角，曾称老鹳嘴。。南汇嘴观海公园的标志性雕塑是由不锈钢管构成的双层网架结构、总用钢量约120吨的“司南鱼”。该雕塑长48.8m， 宽21.45m 高13m ，以寓意改革、开放、交流和中华民族为人类航海事业发展所作的伟大贡献
79,淮海路,1,2,淮海路位于上海市中心人民广场区域，是上海最繁华的商业街之一。与南京路并肩齐名，如果说南京路是上海商业的象征，那么淮海路则更多得表现为一种品位、一种风格。淮海路是全上海公认的最美丽、最摩登、最有“腔调”和情调的一条街。现代化建筑林立，时尚名品荟萃，紧随世界潮流。温馨典雅的购物环境、众多餐饮娱乐名店以及优越的酒店服务，为淮海中路商圈增色不少。以高雅浪漫著称的百年淮海路，是一个众人眼中华贵雍容的购物天堂。而它持久的生命力在于自1900年诞生百余年以来，始终与时俱进的步伐与海纳百川的胸怀。
80,上海大观园,1,3,上海市五星级公园，是根据《红楼梦》的意境，运用中国传统艺术手法建造的大型主题公园。整座园子设计精湛，兼具皇家园林气派和江南园林秀丽风格。室内的家具陈设乃至匾额楹联、一草一木，均根据《红楼梦》里人物性格特点和故事情节布置而成。大观园四周还有一些景点和娱乐项目，可供游客们玩耍。每年春秋还会推出红楼艺术节、红楼旅游节等大型表演活动。曾荣获国家建筑鲁班奖，上海40周年十佳建筑，十佳休闲新景点，新中国50周年上海优秀建筑，上海十大旅游特色园林，上海市七大文明公园，国家建设部全国风景名胜区先进集体等荣誉称号。
81,衡山路,1,2,·衡山路是上海最负盛名的休闲娱乐一条街，以酒吧为特色，由于临近外国领馆区域，所以满是异国情调。 ·道路两旁是繁茂的法国梧桐，从衡山路到复兴西路这一段路，是法租界，有很多花园洋房，是繁华附近的清凉地。·衡山路上最具魅力的当属酒吧，比较受欢迎的有茏莎、波缽街、欧玛莉、小红楼等，风格各异。
82,太阳岛旅游度假区,1,4,太阳岛原名泖岛。全岛的总面积是160公顷，东西宽700米，南北长4000米。太阳岛形似梭子，河水川流不息，宛如在为历史织布、为文明积淀成型。太阳岛高尔夫球俱乐部是太阳岛度假区一个重要的组成部分，占全岛的一半以上面积。是一个在波光掩映之中的湖泊高尔夫球场，洞洞沿湖，具有强烈的挑战性、俱乐部还建有30球道的练习场。
83,东林寺,2,2,上海东林寺坐落于上海市金山区朱泾镇东林街150号，为浦南地区单体建筑面积最大的元、明、清建筑群，具有很高的文化价值，拥有亚洲最大的室内佛像。东林寺整体扩建工程于2007年4月底完工。该工程采用国内公开招标形式选择设计施工单位，杭州金星铜工程有限总公司凭借强大的设计实力以及丰富的古建筑施工经验，有幸承接以下几大建筑：东林寺殿中殿、佛头像、千佛门、钟楼、鼓楼、金愿桥、五佛冠、金莲池（景泰兰善财童子）等
84,吴淞炮台湾湿地森林公园,1,2,吴淞炮台湾湿地森林公园：总面积为53.46公顷的吴淞炮台湾湿地森林公园位于宝山区东部，背山面水，东临长江、黄浦江，西倚炮台山，南迄塘后支路，北至宝杨路，沿江的岸线长达1974.13米，其西南角是著名的吴淞口，清朝时借此地形建造水师炮台，所以得名为炮台湾。该公园的设计突出生态恢复及文化重建理念，不仅让原有的滩涂湿地在设计中得到有效的保护，并在沿江岸线一侧利用大小生态岛的组合及潮起潮落的水位变化，营造11公顷的迷人湿地景观。
85,上海外滩美术馆,2,2,·上海外滩美术馆所在的亚洲文会大楼从19世纪中期以来即是上海的公共文化中心和学术交流中心。 ·上海外滩美术馆是一家当代艺术馆，亦是充满活力的全球艺术领域中最棒的参与者之一。·自2010年开馆以来举办的国内外知名艺术家的多场展览为上海外滩美术馆赢得了高度赞誉。·2007年美术馆由英籍建筑设计师重新塑造了其优雅而功能完善的内部空间，为这一历史建筑注入了现代艺术空间的气质。
